Entity,Code,Day,New cases (per 1M)
Canada,CAN,3/1/2020,0.022079213
Canada,CAN,3/2/2020,0.022079213
Canada,CAN,3/3/2020,0.051518165
Canada,CAN,3/4/2020,0.084636986
Canada,CAN,3/5/2020,0.080957115
Canada,CAN,3/6/2020,0.12143567
Canada,CAN,3/7/2020,0.1177558
Canada,CAN,3/8/2020,0.13247529
Canada,CAN,3/9/2020,0.15455449
Canada,CAN,3/10/2020,0.13983501
Canada,CAN,3/11/2020,0.16191423
Canada,CAN,3/12/2020,0.25759083
Canada,CAN,3/13/2020,0.2134324
Canada,CAN,3/14/2020,0.34222782
Canada,CAN,3/15/2020,0.45998362
Canada,CAN,3/16/2020,0.5004622
Canada,CAN,3/17/2020,0.6881355
Canada,CAN,3/18/2020,0.9089276
Canada,CAN,3/19/2020,1.1812379
Canada,CAN,3/20/2020,1.714819
Canada,CAN,3/21/2020,2.6053472
Canada,CAN,3/22/2020,2.9254959
Canada,CAN,3/23/2020,4.0809746
Canada,CAN,3/24/2020,4.3459253
Canada,CAN,3/25/2020,4.8647866
Canada,CAN,3/26/2020,5.6485987
Canada,CAN,3/27/2020,10.362511
Canada,CAN,3/28/2020,11.6725445
Canada,CAN,3/29/2020,13.630235
Canada,CAN,3/30/2020,15.0285845
Canada,CAN,3/31/2020,17.755367
Canada,CAN,4/1/2020,21.262283
Canada,CAN,4/2/2020,24.202497
Canada,CAN,4/3/2020,22.851986
Canada,CAN,4/4/2020,26.679049
Canada,CAN,4/5/2020,28.864891
Canada,CAN,4/6/2020,31.264166
Canada,CAN,4/7/2020,34.00567
Canada,CAN,4/8/2020,33.96151
Canada,CAN,4/9/2020,34.395733
Canada,CAN,4/10/2020,35.61745
Canada,CAN,4/11/2020,34.88516
Canada,CAN,4/12/2020,35.378258
Canada,CAN,4/13/2020,34.660686
Canada,CAN,4/14/2020,32.636757
Canada,CAN,4/15/2020,33.155617
Canada,CAN,4/16/2020,33.71864
Canada,CAN,4/17/2020,33.45001
Canada,CAN,4/18/2020,34.344215
Canada,CAN,4/19/2020,35.83824
Canada,CAN,4/20/2020,36.942204
Canada,CAN,4/21/2020,38.311115
Canada,CAN,4/22/2020,41.063656
Canada,CAN,4/23/2020,41.82539
Canada,CAN,4/24/2020,43.47765
Canada,CAN,4/25/2020,44.224663
Canada,CAN,4/26/2020,44.176826
Canada,CAN,4/27/2020,44.162106
Canada,CAN,4/28/2020,44.55585
Canada,CAN,4/29/2020,42.93303
Canada,CAN,4/30/2020,42.697517
Canada,CAN,5/1/2020,41.979942
Canada,CAN,5/2/2020,40.942223
Canada,CAN,5/3/2020,41.115173
Canada,CAN,5/4/2020,41.81067
Canada,CAN,5/5/2020,46.28907
Canada,CAN,5/6/2020,45.15935
Canada,CAN,5/7/2020,44.232025
Canada,CAN,5/8/2020,43.7794
Canada,CAN,5/9/2020,42.999268
Canada,CAN,5/10/2020,41.84747
Canada,CAN,5/11/2020,40.43072
Canada,CAN,5/12/2020,34.49141
Canada,CAN,5/13/2020,33.88423
Canada,CAN,5/14/2020,33.519924
Canada,CAN,5/15/2020,32.312927
Canada,CAN,5/16/2020,31.521757
Canada,CAN,5/17/2020,30.101328
Canada,CAN,5/18/2020,30.038769
Canada,CAN,5/19/2020,30.00933
Canada,CAN,5/20/2020,29.777498
Canada,CAN,5/21/2020,29.280716
Canada,CAN,5/22/2020,28.87593
Canada,CAN,5/23/2020,28.839132
Canada,CAN,5/24/2020,28.949528
Canada,CAN,5/25/2020,28.544743
Canada,CAN,5/26/2020,28.32395
Canada,CAN,5/27/2020,28.110518
Canada,CAN,5/28/2020,27.727812
Canada,CAN,5/29/2020,27.21631
Canada,CAN,5/30/2020,26.450897
Canada,CAN,5/31/2020,25.53093
Canada,CAN,6/1/2020,24.17306
Canada,CAN,6/2/2020,22.991821
Canada,CAN,6/3/2020,22.057135
Canada,CAN,6/4/2020,21.207085
Canada,CAN,6/5/2020,20.482151
Canada,CAN,6/6/2020,19.186836
Canada,CAN,6/7/2020,18.093916
Canada,CAN,6/8/2020,17.909922
Canada,CAN,6/9/2020,17.486736
Canada,CAN,6/10/2020,16.702925
Canada,CAN,6/11/2020,15.613684
Canada,CAN,6/12/2020,14.866671
Canada,CAN,6/13/2020,13.998221
Canada,CAN,6/14/2020,13.276967
Canada,CAN,6/15/2020,12.3386
Canada,CAN,6/16/2020,11.363435
Canada,CAN,6/17/2020,10.682659
Canada,CAN,6/18/2020,10.355151
Canada,CAN,6/19/2020,10.038682
Canada,CAN,6/20/2020,9.898848
Canada,CAN,6/21/2020,9.884128
Canada,CAN,6/22/2020,9.600778
Canada,CAN,6/23/2020,9.383666
Canada,CAN,6/24/2020,9.162873
Canada,CAN,6/25/2020,9.184953
Canada,CAN,6/26/2020,8.791206
Canada,CAN,6/27/2020,8.839046
Canada,CAN,6/28/2020,7.966916
Canada,CAN,6/29/2020,7.407576
Canada,CAN,6/30/2020,7.039589
Canada,CAN,7/1/2020,8.393781
Canada,CAN,7/2/2020,8.246586
Canada,CAN,7/3/2020,7.2199025
Canada,CAN,7/4/2020,7.908038
Canada,CAN,7/5/2020,8.448979
Canada,CAN,7/6/2020,8.40482
Canada,CAN,7/7/2020,8.408501
Canada,CAN,7/8/2020,7.418616
Canada,CAN,7/9/2020,7.2199025
Canada,CAN,7/10/2020,8.202428
Canada,CAN,7/11/2020,7.4811735
Canada,CAN,7/12/2020,7.488533
Canada,CAN,7/13/2020,7.470134
Canada,CAN,7/14/2020,7.5621305
Canada,CAN,7/15/2020,8.172989
Canada,CAN,7/16/2020,8.537295
Canada,CAN,7/17/2020,8.809607
Canada,CAN,7/18/2020,9.052478
Canada,CAN,7/19/2020,9.361587
Canada,CAN,7/20/2020,9.762692
Canada,CAN,7/21/2020,10.11228
Canada,CAN,7/22/2020,10.92553
Canada,CAN,7/23/2020,11.8087
Canada,CAN,7/24/2020,12.552032
Canada,CAN,7/25/2020,12.533633
Canada,CAN,7/26/2020,13.008336
Canada,CAN,7/27/2020,13.081934
Canada,CAN,7/28/2020,13.140812
Canada,CAN,7/29/2020,12.772825
Canada,CAN,7/30/2020,12.128848
Canada,CAN,7/31/2020,11.646785
Canada,CAN,8/1/2020,11.50327
Canada,CAN,8/2/2020,11.425993
Canada,CAN,8/3/2020,11.194161
Canada,CAN,8/4/2020,10.93657
Canada,CAN,8/5/2020,8.953121
Canada,CAN,8/6/2020,10.292593
Canada,CAN,8/7/2020,10.230036
Canada,CAN,8/8/2020,10.160118
Canada,CAN,8/9/2020,9.832609
Canada,CAN,8/10/2020,9.644937
Canada,CAN,8/11/2020,9.442544
Canada,CAN,8/12/2020,11.407594
Canada,CAN,8/13/2020,9.674376
Canada,CAN,8/14/2020,9.777411
Canada,CAN,8/15/2020,9.891487
Canada,CAN,8/16/2020,9.869409
Canada,CAN,8/17/2020,9.873088
Canada,CAN,8/18/2020,9.755332
Canada,CAN,8/19/2020,10.138039
Canada,CAN,8/20/2020,10.11228
Canada,CAN,8/21/2020,9.792131
Canada,CAN,8/22/2020,9.711174
Canada,CAN,8/23/2020,10.009243
Canada,CAN,8/24/2020,10.082841
Canada,CAN,8/25/2020,10.336752
Canada,CAN,8/26/2020,10.207956
Canada,CAN,8/27/2020,10.35883
Canada,CAN,8/28/2020,10.770976
Canada,CAN,8/29/2020,10.94761
Canada,CAN,8/30/2020,10.811455
Canada,CAN,8/31/2020,11.201521
Canada,CAN,9/1/2020,11.201521
Canada,CAN,9/2/2020,12.150927
Canada,CAN,9/3/2020,12.717627
Canada,CAN,9/4/2020,12.90162
Canada,CAN,9/5/2020,13.413122
Canada,CAN,9/6/2020,14.03502
Canada,CAN,9/7/2020,14.064459
Canada,CAN,9/8/2020,14.553882
Canada,CAN,9/9/2020,11.753501
Canada,CAN,9/10/2020,15.908073
Canada,CAN,9/11/2020,16.084707
Canada,CAN,9/12/2020,16.305498
Canada,CAN,9/13/2020,16.56677
Canada,CAN,9/14/2020,17.09667
Canada,CAN,9/15/2020,17.530895
Canada,CAN,9/16/2020,21.593472
Canada,CAN,9/17/2020,18.601738
Canada,CAN,9/18/2020,20.066324
Canada,CAN,9/19/2020,21.869461
Canada,CAN,9/20/2020,23.127975
Canada,CAN,9/21/2020,24.40857
Canada,CAN,9/22/2020,25.722284
Canada,CAN,9/23/2020,27.24943
Canada,CAN,9/24/2020,28.923769
Canada,CAN,9/25/2020,29.461031
Canada,CAN,9/26/2020,30.27428
Canada,CAN,9/27/2020,31.444479
Canada,CAN,9/28/2020,32.73979
Canada,CAN,9/29/2020,34.870438
Canada,CAN,9/30/2020,36.379185
Canada,CAN,10/1/2020,37.89529
Canada,CAN,10/2/2020,40.496956
Canada,CAN,10/3/2020,42.10138
Canada,CAN,10/4/2020,44.90544
Canada,CAN,10/5/2020,47.10232
Canada,CAN,10/6/2020,47.95237
Canada,CAN,10/7/2020,50.26333
Canada,CAN,10/8/2020,52.850277
Canada,CAN,10/9/2020,52.861317
Canada,CAN,10/10/2020,55.28635
Canada,CAN,10/11/2020,56.88341
Canada,CAN,10/12/2020,57.80338
Canada,CAN,10/13/2020,57.80338
Canada,CAN,10/14/2020,51.0729
Canada,CAN,10/15/2020,57.2514
Canada,CAN,10/16/2020,59.84203
Canada,CAN,10/17/2020,59.50716
Canada,CAN,10/18/2020,58.837425
Canada,CAN,10/19/2020,59.400444
Canada,CAN,10/20/2020,59.922985
Canada,CAN,10/21/2020,68.4382
Canada,CAN,10/22/2020,61.847557
Canada,CAN,10/23/2020,62.465775
Canada,CAN,10/24/2020,64.095955
Canada,CAN,10/25/2020,64.86137
Canada,CAN,10/26/2020,64.905525
Canada,CAN,10/27/2020,66.07573
Canada,CAN,10/28/2020,69.093216
Canada,CAN,10/29/2020,70.6498
Canada,CAN,10/30/2020,70.74916
Canada,CAN,10/31/2020,71.36738
Canada,CAN,11/1/2020,74.5799
Canada,CAN,11/2/2020,79.06198
Canada,CAN,11/3/2020,83.106155
Canada,CAN,11/4/2020,80.029785
Canada,CAN,11/5/2020,81.13375
Canada,CAN,11/6/2020,83.28279
Canada,CAN,11/7/2020,86.83755
Canada,CAN,11/8/2020,87.617676
Canada,CAN,11/9/2020,90.565254
Canada,CAN,11/10/2020,95.53307
Canada,CAN,11/11/2020,98.52481
Canada,CAN,11/12/2020,103.411674
Canada,CAN,11/13/2020,108.107185
Canada,CAN,11/14/2020,112.004166
Canada,CAN,11/15/2020,115.94899
Canada,CAN,11/16/2020,119.70613
Canada,CAN,11/17/2020,120.48259
Canada,CAN,11/18/2020,123.11737
Canada,CAN,11/19/2020,123.0217
Canada,CAN,11/20/2020,123.32345
Canada,CAN,11/21/2020,122.07597
Canada,CAN,11/22/2020,122.9113
Canada,CAN,11/23/2020,124.52309
Canada,CAN,11/24/2020,126.77884
Canada,CAN,11/25/2020,130.13121
Canada,CAN,11/26/2020,132.38696
Canada,CAN,11/27/2020,133.78899
Canada,CAN,11/28/2020,137.42839
Canada,CAN,11/29/2020,141.10457
Canada,CAN,11/30/2020,144.01535
Canada,CAN,12/1/2020,147.90865
Canada,CAN,12/2/2020,149.3438
Canada,CAN,12/3/2020,150.96294
Canada,CAN,12/4/2020,155.69157
Canada,CAN,12/5/2020,158.86362
Canada,CAN,12/6/2020,160.08902
Canada,CAN,12/7/2020,161.93999
Canada,CAN,12/8/2020,163.8204
Canada,CAN,12/9/2020,165.27763
Canada,CAN,12/10/2020,167.67691
Canada,CAN,12/11/2020,167.63275
Canada,CAN,12/12/2020,168.538
Canada,CAN,12/13/2020,170.27121
Canada,CAN,12/14/2020,169.20773
Canada,CAN,12/15/2020,167.71002
Canada,CAN,12/16/2020,168.56375
Canada,CAN,12/17/2020,169.92899
Canada,CAN,12/18/2020,170.37425
Canada,CAN,12/19/2020,171.36414
Canada,CAN,12/20/2020,171.12862
Canada,CAN,12/21/2020,171.8094
Canada,CAN,12/22/2020,172.22522
Canada,CAN,12/23/2020,170.93727
Canada,CAN,12/24/2020,170.3632
Canada,CAN,12/25/2020,171.94188
Canada,CAN,12/26/2020,171.16174
Canada,CAN,12/27/2020,161.53888
Canada,CAN,12/28/2020,166.07985
Canada,CAN,12/29/2020,163.17274
Canada,CAN,12/30/2020,160.99794
Canada,CAN,12/31/2020,161.8995
Canada,CAN,1/1/2021,164.22519
Canada,CAN,1/2/2021,170.29697
Canada,CAN,1/3/2021,182.88213
Canada,CAN,1/4/2021,180.33565
Canada,CAN,1/5/2021,184.87662
Canada,CAN,1/6/2021,192.68161
Canada,CAN,1/7/2021,196.38356
Canada,CAN,1/8/2021,199.67705
Canada,CAN,1/9/2021,199.28697
Canada,CAN,1/10/2021,203.90154
Canada,CAN,1/11/2021,208.42041
Canada,CAN,1/12/2021,212.7737
Canada,CAN,1/13/2021,208.86568
Canada,CAN,1/14/2021,204.59703
Canada,CAN,1/15/2021,199.03307
Canada,CAN,1/16/2021,196.18117
Canada,CAN,1/17/2021,188.97966
Canada,CAN,1/18/2021,183.08452
Canada,CAN,1/19/2021,178.52148
Canada,CAN,1/20/2021,172.54536
Canada,CAN,1/21/2021,166.62814
Canada,CAN,1/22/2021,162.52141
Canada,CAN,1/23/2021,156.59682
Canada,CAN,1/24/2021,153.46158
Canada,CAN,1/25/2021,148.2656
Canada,CAN,1/26/2021,141.80006
Canada,CAN,1/27/2021,139.61055
Canada,CAN,1/28/2021,137.15239
Canada,CAN,1/29/2021,131.4854
Canada,CAN,1/30/2021,127.51849
Canada,CAN,1/31/2021,122.8561
Canada,CAN,2/1/2021,119.22039
Canada,CAN,2/2/2021,115.812836
Canada,CAN,2/3/2021,112.52303
Canada,CAN,2/4/2021,108.16975
Canada,CAN,2/5/2021,104.60027
Canada,CAN,2/6/2021,101.67846
Canada,CAN,2/7/2021,99.22031
Canada,CAN,2/8/2021,95.78331
Canada,CAN,2/9/2021,93.100685
Canada,CAN,2/10/2021,90.27087
Canada,CAN,2/11/2021,89.7152
Canada,CAN,2/12/2021,89.53489
Canada,CAN,2/13/2021,86.215645
Canada,CAN,2/14/2021,82.98104
Canada,CAN,2/15/2021,82.134674
Canada,CAN,2/16/2021,79.1687
Canada,CAN,2/17/2021,77.53116
Canada,CAN,2/18/2021,76.464
Canada,CAN,2/19/2021,74.32967
Canada,CAN,2/20/2021,74.81909
Canada,CAN,2/21/2021,74.62774
Canada,CAN,2/22/2021,73.597374
Canada,CAN,2/23/2021,73.46122
Canada,CAN,2/24/2021,74.771255
Canada,CAN,2/25/2021,76.25424
Canada,CAN,2/26/2021,77.32509
Canada,CAN,2/27/2021,76.66271
Canada,CAN,2/28/2021,77.13373
Canada,CAN,3/1/2021,77.4134
Canada,CAN,3/2/2021,77.51276
Canada,CAN,3/3/2021,76.47504
Canada,CAN,3/4/2021,75.24964
Canada,CAN,3/5/2021,74.94053
Canada,CAN,3/6/2021,73.82921
Canada,CAN,3/7/2021,74.35911
Canada,CAN,3/8/2021,72.817245
Canada,CAN,3/9/2021,73.453865
Canada,CAN,3/10/2021,75.07668
Canada,CAN,3/11/2021,76.412476
Canada,CAN,3/12/2021,77.924904
Canada,CAN,3/13/2021,78.62408
Canada,CAN,3/14/2021,78.97735
Canada,CAN,3/15/2021,81.4171
Canada,CAN,3/16/2021,82.96265
Canada,CAN,3/17/2021,82.25979
Canada,CAN,3/18/2021,82.25611
Canada,CAN,3/19/2021,82.848564
Canada,CAN,3/20/2021,84.971855
Canada,CAN,3/21/2021,87.75015
Canada,CAN,3/22/2021,89.48337
Canada,CAN,3/23/2021,91.03259
Canada,CAN,3/24/2021,94.451195
Canada,CAN,3/25/2021,97.34725
Canada,CAN,3/26/2021,99.76492
Canada,CAN,3/27/2021,105.656395
Canada,CAN,3/28/2021,108.89836
Canada,CAN,3/29/2021,113.880905
Canada,CAN,3/30/2021,118.51754
Canada,CAN,3/31/2021,121.457756
Canada,CAN,4/1/2021,126.13854
Canada,CAN,4/2/2021,131.55531
Canada,CAN,4/3/2021,133.78163
Canada,CAN,4/4/2021,140.50107
Canada,CAN,4/5/2021,145.86632
Canada,CAN,4/6/2021,150.73111
Canada,CAN,4/7/2021,156.96112
Canada,CAN,4/8/2021,163.00348
Canada,CAN,4/9/2021,169.0127
Canada,CAN,4/10/2021,177.07161
Canada,CAN,4/11/2021,185.61627
Canada,CAN,4/12/2021,191.94565
Canada,CAN,4/13/2021,200.07079
Canada,CAN,4/14/2021,208.43146
Canada,CAN,4/15/2021,212.19228
Canada,CAN,4/16/2021,217.53545
Canada,CAN,4/17/2021,223.33124
Canada,CAN,4/18/2021,223.69186
Canada,CAN,4/19/2021,224.88783
Canada,CAN,4/20/2021,224.40208
Canada,CAN,4/21/2021,223.56308
Canada,CAN,4/22/2021,222.58055
Canada,CAN,4/23/2021,221.92186
Canada,CAN,4/24/2021,217.5465
Canada,CAN,4/25/2021,215.32753
Canada,CAN,4/26/2021,213.25945
Canada,CAN,4/27/2021,210.70193
Canada,CAN,4/28/2021,206.62463
Canada,CAN,4/29/2021,205.86658
Canada,CAN,4/30/2021,203.40108
Canada,CAN,5/1/2021,203.26123
Canada,CAN,5/2/2021,201.79665
Canada,CAN,5/3/2021,202.33023
Canada,CAN,5/4/2021,202.32655
Canada,CAN,5/5/2021,203.65866
Canada,CAN,5/6/2021,202.25664
Canada,CAN,5/7/2021,200.93556
Canada,CAN,5/8/2021,199.67705
Canada,CAN,5/9/2021,197.7856
Canada,CAN,5/10/2021,193.91437
Canada,CAN,5/11/2021,191.96036
Canada,CAN,5/12/2021,187.44516
Canada,CAN,5/13/2021,182.63925
Canada,CAN,5/14/2021,178.30437
Canada,CAN,5/15/2021,173.21878
Canada,CAN,5/16/2021,166.49934
Canada,CAN,5/17/2021,160.28773
Canada,CAN,5/18/2021,153.2923
Canada,CAN,5/19/2021,146.85252
Canada,CAN,5/20/2021,141.89206
Canada,CAN,5/21/2021,134.66112
Canada,CAN,5/22/2021,128.89476
Canada,CAN,5/23/2021,124.0447
Canada,CAN,5/24/2021,117.75212
Canada,CAN,5/25/2021,111.6509
Canada,CAN,5/26/2021,106.36293
Canada,CAN,5/27/2021,100.72537
Canada,CAN,5/28/2021,94.635185
Canada,CAN,5/29/2021,86.9553
Canada,CAN,5/30/2021,81.51646
Canada,CAN,5/31/2021,76.79887
Canada,CAN,6/1/2021,72.14383
Canada,CAN,6/2/2021,68.3094
Canada,CAN,6/3/2021,65.13
Canada,CAN,6/4/2021,63.17967
Canada,CAN,6/5/2021,60.250492
Canada,CAN,6/6/2021,56.04072
Canada,CAN,6/7/2021,52.982754
Canada,CAN,6/8/2021,49.479515
Canada,CAN,6/9/2021,46.252274
Canada,CAN,6/10/2021,44.89072
Canada,CAN,6/11/2021,42.465687
Canada,CAN,6/12/2021,39.92658
Canada,CAN,6/13/2021,37.58986
Canada,CAN,6/14/2021,35.742565
Canada,CAN,6/15/2021,34.682766
Canada,CAN,6/16/2021,33.64136
Canada,CAN,6/17/2021,31.944942
Canada,CAN,6/18/2021,30.638588
Canada,CAN,6/19/2021,29.269676
Canada,CAN,6/20/2021,27.749891
Canada,CAN,6/21/2021,26.182266
Canada,CAN,6/22/2021,24.596243
Canada,CAN,6/23/2021,23.164774
Canada,CAN,6/24/2021,22.480318
Canada,CAN,6/25/2021,21.291721
Canada,CAN,6/26/2021,19.823454
Canada,CAN,6/27/2021,18.557579
Canada,CAN,6/28/2021,17.486736
Canada,CAN,6/29/2021,16.393816
Canada,CAN,6/30/2021,16.761803
Canada,CAN,7/1/2021,16.691885
Canada,CAN,7/2/2021,16.040548
Canada,CAN,7/3/2021,15.657842
Canada,CAN,7/4/2021,14.774673
Canada,CAN,7/5/2021,13.847346
Canada,CAN,7/6/2021,13.917264
Canada,CAN,7/7/2021,12.883221
Canada,CAN,7/8/2021,12.279722
Canada,CAN,7/9/2021,12.301802
Canada,CAN,7/10/2021,12.165647
Canada,CAN,7/11/2021,13.424162
Canada,CAN,7/12/2021,13.332165
Canada,CAN,7/13/2021,13.151852
Canada,CAN,7/14/2021,12.758105
Canada,CAN,7/15/2021,12.382759
Canada,CAN,7/16/2021,11.746141
Canada,CAN,7/17/2021,11.2236
Canada,CAN,7/18/2021,9.851009
Canada,CAN,7/19/2021,9.810531
Canada,CAN,7/20/2021,9.895167
Canada,CAN,7/21/2021,9.869409
Canada,CAN,7/22/2021,9.880448
Canada,CAN,7/23/2021,9.950365
Canada,CAN,7/24/2021,10.483947
Canada,CAN,7/25/2021,11.297197
Canada,CAN,7/26/2021,11.801339
Canada,CAN,7/27/2021,12.452676
Canada,CAN,7/28/2021,13.081934
Canada,CAN,7/29/2021,13.961423
Canada,CAN,7/30/2021,15.304575
Canada,CAN,7/31/2021,16.496853
Canada,CAN,8/1/2021,17.560335
Canada,CAN,8/2/2021,18.487661
Canada,CAN,8/3/2021,20.000088
Canada,CAN,8/4/2021,20.975252
Canada,CAN,8/5/2021,21.560352
Canada,CAN,8/6/2021,22.270567
Canada,CAN,8/7/2021,24.305534
Canada,CAN,8/8/2021,26.561293
Canada,CAN,8/9/2021,28.761856
Canada,CAN,8/10/2021,31.42608
Canada,CAN,8/11/2021,33.295452
Canada,CAN,8/12/2021,35.536495
Canada,CAN,8/13/2021,38.859417
Canada,CAN,8/14/2021,41.413246
Canada,CAN,8/15/2021,44.710407
Canada,CAN,8/16/2021,47.99285
Canada,CAN,8/17/2021,48.26884
Canada,CAN,8/18/2021,51.10234
Canada,CAN,8/19/2021,52.6994
Canada,CAN,8/20/2021,54.74909
Canada,CAN,8/21/2021,56.923893
Canada,CAN,8/22/2021,58.9331
Canada,CAN,8/23/2021,61.210938
Canada,CAN,8/24/2021,64.73625
Canada,CAN,8/25/2021,65.02696
Canada,CAN,8/26/2021,67.06193
Canada,CAN,8/27/2021,70.40325
Canada,CAN,8/28/2021,72.72893
Canada,CAN,8/29/2021,75.6949
Canada,CAN,8/30/2021,79.521965
Canada,CAN,8/31/2021,80.71424
Canada,CAN,9/1/2021,83.20551
Canada,CAN,9/2/2021,85.32512
Canada,CAN,9/3/2021,87.20921
Canada,CAN,9/4/2021,89.72624
Canada,CAN,9/5/2021,91.17243
Canada,CAN,9/6/2021,91.558815
Canada,CAN,9/7/2021,95.11725
Canada,CAN,9/8/2021,95.93786
Canada,CAN,9/9/2021,97.44661
Canada,CAN,9/10/2021,96.72167
Canada,CAN,9/11/2021,97.20006
Canada,CAN,9/12/2021,98.91856
Canada,CAN,9/13/2021,102.00229
Canada,CAN,9/14/2021,102.33715
Canada,CAN,9/15/2021,105.79255
Canada,CAN,9/16/2021,108.46046
Canada,CAN,9/17/2021,110.82293
Canada,CAN,9/18/2021,112.70335
Canada,CAN,9/19/2021,114.41816
Canada,CAN,9/20/2021,113.222206
Canada,CAN,9/21/2021,113.62699
Canada,CAN,9/22/2021,113.4798
Canada,CAN,9/23/2021,112.64815
Canada,CAN,9/24/2021,111.062126
Canada,CAN,9/25/2021,110.80085
Canada,CAN,9/26/2021,109.001396
Canada,CAN,9/27/2021,110.53222
Canada,CAN,9/28/2021,110.524864
Canada,CAN,9/29/2021,112.07777
Canada,CAN,9/30/2021,110.86341
Canada,CAN,10/1/2021,112.43103
Canada,CAN,10/2/2021,112.32064
Canada,CAN,10/3/2021,111.62882
Canada,CAN,10/4/2021,109.69689
Canada,CAN,10/5/2021,107.124664
Canada,CAN,10/6/2021,103.9011
Canada,CAN,10/7/2021,101.42087
Canada,CAN,10/8/2021,99.35278
Canada,CAN,10/9/2021,97.55701
Canada,CAN,10/10/2021,96.49352
Canada,CAN,10/11/2021,93.82194
Canada,CAN,10/12/2021,93.43923
Canada,CAN,10/13/2021,90.694046
Canada,CAN,10/14/2021,88.88723
Canada,CAN,10/15/2021,84.9277
Canada,CAN,10/16/2021,81.59005
Canada,CAN,10/17/2021,79.05094
Canada,CAN,10/18/2021,77.74827
Canada,CAN,10/19/2021,75.407875
Canada,CAN,10/20/2021,73.99113
Canada,CAN,10/21/2021,73.74825
Canada,CAN,10/22/2021,73.755615
Canada,CAN,10/23/2021,72.655334
Canada,CAN,10/24/2021,70.16774
Canada,CAN,10/25/2021,67.23856
Canada,CAN,10/26/2021,64.979126
Canada,CAN,10/27/2021,63.4483
Canada,CAN,10/28/2021,61.667244
Canada,CAN,10/29/2021,61.129982
Canada,CAN,10/30/2021,60.29097
Canada,CAN,10/31/2021,59.665394
Canada,CAN,11/1/2021,59.01774
Canada,CAN,11/2/2021,58.193447
Canada,CAN,11/3/2021,58.491516
Canada,CAN,11/4/2021,58.785904
Canada,CAN,11/5/2021,57.78498
Canada,CAN,11/6/2021,57.457474
Canada,CAN,11/7/2021,57.24036
Canada,CAN,11/8/2021,58.63503
Canada,CAN,11/9/2021,60.05546
Canada,CAN,11/10/2021,60.795113
Canada,CAN,11/11/2021,62.760162
Canada,CAN,11/12/2021,64.14748
Canada,CAN,11/13/2021,64.65897
Canada,CAN,11/14/2021,65.00856
Canada,CAN,11/15/2021,64.581696
Canada,CAN,11/16/2021,64.095955
Canada,CAN,11/17/2021,64.21739
Canada,CAN,11/18/2021,62.480495
Canada,CAN,11/19/2021,61.821796
Canada,CAN,11/20/2021,61.96163
Canada,CAN,11/21/2021,62.87056
Canada,CAN,11/22/2021,63.816288
Canada,CAN,11/23/2021,64.37195
Canada,CAN,11/24/2021,64.86505
Canada,CAN,11/25/2021,66.04261
Canada,CAN,11/26/2021,66.7197
Canada,CAN,11/27/2021,67.17601
Canada,CAN,11/28/2021,72.62957
Canada,CAN,11/29/2021,73.089554
Canada,CAN,11/30/2021,73.670975
Canada,CAN,12/1/2021,73.77033
Canada,CAN,12/2/2021,74.200874
Canada,CAN,12/3/2021,76.188
Canada,CAN,12/4/2021,77.45388
Canada,CAN,12/5/2021,74.28919
Canada,CAN,12/6/2021,76.45296
Canada,CAN,12/7/2021,79.33061
Canada,CAN,12/8/2021,81.33246
Canada,CAN,12/9/2021,83.59558
Canada,CAN,12/10/2021,85.00865
Canada,CAN,12/11/2021,88.82099
Canada,CAN,12/12/2021,93.45395
Canada,CAN,12/13/2021,98.315056
Canada,CAN,12/14/2021,101.64534
Canada,CAN,12/15/2021,106.32981
Canada,CAN,12/16/2021,111.55891
Canada,CAN,12/17/2021,120.188194
Canada,CAN,12/18/2021,130.73839
Canada,CAN,12/19/2021,146.99236
Canada,CAN,12/20/2021,163.45242
Canada,CAN,12/21/2021,186.63191
Canada,CAN,12/22/2021,210.63937
Canada,CAN,12/23/2021,237.4693
Canada,CAN,12/24/2021,271.05545
Canada,CAN,12/25/2021,320.98392
Canada,CAN,12/26/2021,345.9923
Canada,CAN,12/27/2021,375.43127
Canada,CAN,12/28/2021,391.6926
Canada,CAN,12/29/2021,533.2756
Canada,CAN,12/30/2021,589.84985
Canada,CAN,12/31/2021,652.84186
Canada,CAN,1/1/2022,723.8964
Canada,CAN,1/2/2022,833.80676
Canada,CAN,1/3/2022,939.4779
Canada,CAN,1/4/2022,1050.9963
Canada,CAN,1/5/2022,1010.2565
Canada,CAN,1/6/2022,1048.3616
Canada,CAN,1/7/2022,1075.2725
Canada,CAN,1/8/2022,1086.8088
Canada,CAN,1/9/2022,1081.267
Canada,CAN,1/10/2022,1062.6394
Canada,CAN,1/11/2022,1037.8334
Canada,CAN,1/12/2022,1023.4709
Canada,CAN,1/13/2022,992.3429
Canada,CAN,1/14/2022,966.73834
Canada,CAN,1/15/2022,923.3895
Canada,CAN,1/16/2022,876.7987
Canada,CAN,1/17/2022,832.05145
Canada,CAN,1/18/2022,795.0688
Canada,CAN,1/19/2022,756.17993
Canada,CAN,1/20/2022,727.5285
Canada,CAN,1/21/2022,690.07477
Canada,CAN,1/22/2022,662.81433
Canada,CAN,1/23/2022,631.5023
Canada,CAN,1/24/2022,603.5537
Canada,CAN,1/25/2022,572.1092
Canada,CAN,1/26/2022,536.2562
